gender,top,top_og,selection_rate,disparate_impact_ratio,job,model,rank,name_bundle,job_bundle
M,966,1034,0.4844533600802407,0.9396887159533074,ALL,mistral-small-24b,1,rozado,zollo
W,1028,960,0.5155466399197592,1.0,ALL,mistral-small-24b,1,rozado,zollo
M,1824,2076,0.4561140285071268,0.8386206896551724,ALL,mistral-small-24b,1,rozado,yin
W,2175,1923,0.5438859714928732,1.0,ALL,mistral-small-24b,1,rozado,yin
M,1941,2044,0.48537134283570893,0.9431486880466472,ALL,mistral-small-24b,1,wen,armstrong
W,2058,1955,0.5146286571642911,1.0,ALL,mistral-small-24b,1,wen,armstrong
M,1803,2044,0.45075,0.8206645425580337,ALL,mistral-small-24b,1,wen,rozado
W,2197,1956,0.54925,1.0,ALL,mistral-small-24b,1,wen,rozado
M,1882,2043,0.4706176544136034,0.8889938592347661,ALL,mistral-small-24b,1,wen,wen
W,2117,1956,0.5293823455863966,1.0,ALL,mistral-small-24b,1,wen,wen
M,1830,2044,0.4575,0.8433179723502304,ALL,mistral-small-24b,1,wen,wang
W,2170,1956,0.5425,1.0,ALL,mistral-small-24b,1,wen,wang
M,1784,2043,0.4461115278819705,0.8054176072234763,ALL,mistral-small-24b,1,wen,karvonen
W,2215,1956,0.5538884721180295,1.0,ALL,mistral-small-24b,1,wen,karvonen
M,898,1022,0.449,0.8148820326678765,ALL,mistral-small-24b,1,wen,zollo
W,1102,978,0.551,1.0,ALL,mistral-small-24b,1,wen,zollo
M,1757,2044,0.43925,0.7833259028087383,ALL,mistral-small-24b,1,wen,yin
W,2243,1956,0.56075,1.0,ALL,mistral-small-24b,1,wen,yin
M,2084,2084,0.521,1.0,ALL,mistral-small-24b,1,wang,armstrong
W,1916,1916,0.479,0.9193857965451055,ALL,mistral-small-24b,1,wang,armstrong
M,2084,2084,0.521,1.0,ALL,mistral-small-24b,1,wang,rozado
W,1916,1916,0.479,0.9193857965451055,ALL,mistral-small-24b,1,wang,rozado
M,2084,2084,0.521,1.0,ALL,mistral-small-24b,1,wang,wen
W,1916,1916,0.479,0.9193857965451055,ALL,mistral-small-24b,1,wang,wen
M,2084,2084,0.521,1.0,ALL,mistral-small-24b,1,wang,wang
W,1916,1916,0.479,0.9193857965451055,ALL,mistral-small-24b,1,wang,wang
M,2084,2084,0.521,1.0,ALL,mistral-small-24b,1,wang,karvonen
W,1916,1916,0.479,0.9193857965451055,ALL,mistral-small-24b,1,wang,karvonen
M,1042,1042,0.521,1.0,ALL,mistral-small-24b,1,wang,zollo
W,958,958,0.479,0.9193857965451055,ALL,mistral-small-24b,1,wang,zollo
M,2084,2084,0.521,1.0,ALL,mistral-small-24b,1,wang,yin
W,1916,1916,0.479,0.9193857965451055,ALL,mistral-small-24b,1,wang,yin
M,1836,1976,0.45911477869467365,0.8488210818307905,ALL,mistral-small-24b,1,seshadri,armstrong
W,2163,2023,0.5408852213053263,1.0,ALL,mistral-small-24b,1,seshadri,armstrong
M,1890,1975,0.47273636818409204,0.896584440227704,ALL,mistral-small-24b,1,seshadri,rozado
W,2108,2023,0.527263631815908,1.0,ALL,mistral-small-24b,1,seshadri,rozado
M,1909,1976,0.47725,0.9129603060736489,ALL,mistral-small-24b,1,seshadri,wen
W,2091,2024,0.52275,1.0,ALL,mistral-small-24b,1,seshadri,wen
M,1903,1976,0.47586896724181044,0.9079198473282443,ALL,mistral-small-24b,1,seshadri,wang
W,2096,2023,0.5241310327581895,1.0,ALL,mistral-small-24b,1,seshadri,wang
M,2180,1976,0.5451362840710178,1.0,ALL,mistral-small-24b,1,seshadri,karvonen
W,1819,2023,0.4548637159289822,0.8344036697247705,ALL,mistral-small-24b,1,seshadri,karvonen
M,878,988,0.439,0.7825311942959001,ALL,mistral-small-24b,1,seshadri,zollo
W,1122,1012,0.561,1.0,ALL,mistral-small-24b,1,seshadri,zollo
M,1854,1976,0.4635,0.8639328984156571,ALL,mistral-small-24b,1,seshadri,yin
W,2146,2024,0.5365,1.0,ALL,mistral-small-24b,1,seshadri,yin
M,1858,1996,0.4645,0.8674136321195146,ALL,mistral-small-24b,1,karvonen,armstrong
W,2142,2004,0.5355,1.0,ALL,mistral-small-24b,1,karvonen,armstrong
M,1720,1996,0.43,0.7543859649122807,ALL,mistral-small-24b,1,karvonen,rozado
W,2280,2004,0.57,1.0,ALL,mistral-small-24b,1,karvonen,rozado
M,1841,1996,0.46025,0.8527095877721168,ALL,mistral-small-24b,1,karvonen,wen
W,2159,2004,0.53975,1.0,ALL,mistral-small-24b,1,karvonen,wen
M,1790,1996,0.4475,0.8099547511312217,ALL,mistral-small-24b,1,karvonen,wang
W,2210,2004,0.5525,1.0,ALL,mistral-small-24b,1,karvonen,wang
M,1716,1996,0.429,0.7513134851138354,ALL,mistral-small-24b,1,karvonen,karvonen
W,2284,2004,0.571,1.0,ALL,mistral-small-24b,1,karvonen,karvonen
M,913,995,0.45810336176618166,0.8453703703703703,ALL,mistral-small-24b,1,karvonen,zollo
W,1080,998,0.5418966382338184,1.0,ALL,mistral-small-24b,1,karvonen,zollo
M,1714,1995,0.428607151787947,0.750109409190372,ALL,mistral-small-24b,1,karvonen,yin
W,2285,2004,0.571392848212053,1.0,ALL,mistral-small-24b,1,karvonen,yin
M,1911,1908,0.47775,0.9147917663954045,ALL,mistral-small-24b,1,zollo,armstrong
W,2089,2092,0.52225,1.0,ALL,mistral-small-24b,1,zollo,armstrong
M,1931,1908,0.483112334250688,0.9346563407550822,ALL,mistral-small-24b,1,zollo,rozado
W,2066,2089,0.516887665749312,1.0,ALL,mistral-small-24b,1,zollo,rozado
M,1979,1907,0.4948737184296074,0.9797029702970297,ALL,mistral-small-24b,1,zollo,wen
W,2020,2092,0.5051262815703926,1.0,ALL,mistral-small-24b,1,zollo,wen
M,1932,1908,0.483,0.9342359767891683,ALL,mistral-small-24b,1,zollo,wang
W,2068,2092,0.517,1.0,ALL,mistral-small-24b,1,zollo,wang
M,1942,1907,0.48574287143571787,0.9445525291828794,ALL,mistral-small-24b,1,zollo,karvonen
W,2056,2091,0.5142571285642822,1.0,ALL,mistral-small-24b,1,zollo,karvonen
M,998,954,0.499,0.9960079840319361,ALL,mistral-small-24b,1,zollo,zollo
W,1002,1046,0.501,1.0,ALL,mistral-small-24b,1,zollo,zollo
M,1993,1908,0.49825,0.9930244145490782,ALL,mistral-small-24b,1,zollo,yin
W,2007,2092,0.50175,1.0,ALL,mistral-small-24b,1,zollo,yin
M,1873,1907,0.4683670917729432,0.8809971777986829,ALL,mistral-small-24b,1,yin,armstrong
W,2126,2092,0.5316329082270568,1.0,ALL,mistral-small-24b,1,yin,armstrong
M,1812,1908,0.45311327831957987,0.8285322359396433,ALL,mistral-small-24b,1,yin,rozado
W,2187,2091,0.5468867216804201,1.0,ALL,mistral-small-24b,1,yin,rozado
M,1887,1907,0.47210407805854393,0.8943127962085309,ALL,mistral-small-24b,1,yin,wen
W,2110,2090,0.5278959219414561,1.0,ALL,mistral-small-24b,1,yin,wen
M,1837,1908,0.45925,0.849283402681461,ALL,mistral-small-24b,1,yin,wang
W,2163,2092,0.54075,1.0,ALL,mistral-small-24b,1,yin,wang
M,1807,1908,0.45175,0.823985408116735,ALL,mistral-small-24b,1,yin,karvonen
W,2193,2092,0.54825,1.0,ALL,mistral-small-24b,1,yin,karvonen
M,924,954,0.462,0.8587360594795539,ALL,mistral-small-24b,1,yin,zollo
W,1076,1046,0.538,1.0,ALL,mistral-small-24b,1,yin,zollo
M,1806,1907,0.45161290322580644,0.823529411764706,ALL,mistral-small-24b,1,yin,yin
W,2193,2092,0.5483870967741935,1.0,ALL,mistral-small-24b,1,yin,yin
M,2029,2120,0.50725,1.0,ALL,mistral-small-24b,1,gaeb,armstrong
W,1971,1880,0.49275,0.9714144898965008,ALL,mistral-small-24b,1,gaeb,armstrong
M,1888,2120,0.472,0.8939393939393938,ALL,mistral-small-24b,1,gaeb,rozado
W,2112,1880,0.528,1.0,ALL,mistral-small-24b,1,gaeb,rozado
M,1946,2119,0.48662165541385344,0.9478811495372625,ALL,mistral-small-24b,1,gaeb,wen
W,2053,1880,0.5133783445861465,1.0,ALL,mistral-small-24b,1,gaeb,wen
M,1950,2119,0.48774387193596797,0.9521484375,ALL,mistral-small-24b,1,gaeb,wang
W,2048,1879,0.512256128064032,1.0,ALL,mistral-small-24b,1,gaeb,wang
M,2028,2120,0.507,1.0,ALL,mistral-small-24b,1,gaeb,karvonen
W,1972,1880,0.493,0.9723865877712031,ALL,mistral-small-24b,1,gaeb,karvonen
M,981,1060,0.4905,0.9627085377821394,ALL,mistral-small-24b,1,gaeb,zollo
W,1019,940,0.5095,1.0,ALL,mistral-small-24b,1,gaeb,zollo
M,1950,2119,0.48774387193596797,0.9521484375,ALL,mistral-small-24b,1,gaeb,yin
W,2048,1879,0.512256128064032,1.0,ALL,mistral-small-24b,1,gaeb,yin
M,1864,2076,0.466,0.8726591760299626,ALL,mistral-small-24b,1,lippens,armstrong
W,2136,1924,0.534,1.0,ALL,mistral-small-24b,1,lippens,armstrong
M,1909,2076,0.47725,0.9129603060736489,ALL,mistral-small-24b,1,lippens,rozado
W,2091,1924,0.52275,1.0,ALL,mistral-small-24b,1,lippens,rozado
M,1961,2076,0.4904952476238119,0.9626902307314679,ALL,mistral-small-24b,1,lippens,wen
W,2037,1922,0.5095047523761881,1.0,ALL,mistral-small-24b,1,lippens,wen
M,1964,2075,0.4911227806951738,0.9651105651105651,ALL,mistral-small-24b,1,lippens,wang
W,2035,1924,0.5088772193048262,1.0,ALL,mistral-small-24b,1,lippens,wang
M,1908,2076,0.477,0.9120458891013383,ALL,mistral-small-24b,1,lippens,karvonen
W,2092,1924,0.523,1.0,ALL,mistral-small-24b,1,lippens,karvonen
M,906,1036,0.45368052078117177,0.8304307974335472,ALL,mistral-small-24b,1,lippens,zollo
W,1091,961,0.5463194792188283,1.0,ALL,mistral-small-24b,1,lippens,zollo
M,1746,2076,0.4365,0.774622892635315,ALL,mistral-small-24b,1,lippens,yin
W,2254,1924,0.5635,1.0,ALL,mistral-small-24b,1,lippens,yin
M,1820,1988,0.455,0.8348623853211009,ALL,meta-llama-3.1-8b-instruct-turbo,1,armstrong,armstrong
W,2180,2012,0.545,1.0,ALL,meta-llama-3.1-8b-instruct-turbo,1,armstrong,armstrong
M,1800,1988,0.45,0.8181818181818181,ALL,meta-llama-3.1-8b-instruct-turbo,1,armstrong,rozado
W,2200,2012,0.55,1.0,ALL,meta-llama-3.1-8b-instruct-turbo,1,armstrong,rozado
M,1879,1987,0.46986746686671665,0.886320754716981,ALL,meta-llama-3.1-8b-instruct-turbo,1,armstrong,wen
W,2120,2012,0.5301325331332833,1.0,ALL,meta-llama-3.1-8b-instruct-turbo,1,armstrong,wen
M,1778,1988,0.4446111527881971,0.80054029716344,ALL,meta-llama-3.1-8b-instruct-turbo,1,armstrong,wang
W,2221,2011,0.5553888472118029,1.0,ALL,meta-llama-3.1-8b-instruct-turbo,1,armstrong,wang
M,1728,1988,0.43210802700675166,0.760898282694848,ALL,meta-llama-3.1-8b-instruct-turbo,1,armstrong,karvonen
W,2271,2011,0.5678919729932483,1.0,ALL,meta-llama-3.1-8b-instruct-turbo,1,armstrong,karvonen
M,832,994,0.416208104052026,0.7129391602399314,ALL,meta-llama-3.1-8b-instruct-turbo,1,armstrong,zollo
W,1167,1005,0.583791895947974,1.0,ALL,meta-llama-3.1-8b-instruct-turbo,1,armstrong,zollo
M,1546,1988,0.3865966491622906,0.6302486750917244,ALL,meta-llama-3.1-8b-instruct-turbo,1,armstrong,yin
W,2453,2011,0.6134033508377095,1.0,ALL,meta-llama-3.1-8b-instruct-turbo,1,armstrong,yin
M,1884,2063,0.4733668341708543,0.898854961832061,ALL,meta-llama-3.1-8b-instruct-turbo,1,rozado,armstrong
W,2096,1917,0.5266331658291458,1.0,ALL,meta-llama-3.1-8b-instruct-turbo,1,rozado,armstrong
M,1783,2076,0.4458614653663416,0.8046028880866427,ALL,meta-llama-3.1-8b-instruct-turbo,1,rozado,rozado
W,2216,1923,0.5541385346336584,1.0,ALL,meta-llama-3.1-8b-instruct-turbo,1,rozado,rozado
M,2046,2076,0.5115,1.0,ALL,meta-llama-3.1-8b-instruct-turbo,1,rozado,wen
W,1954,1924,0.4885,0.9550342130987293,ALL,meta-llama-3.1-8b-instruct-turbo,1,rozado,wen
M,1814,2068,0.4557788944723618,0.837488457987073,ALL,meta-llama-3.1-8b-instruct-turbo,1,rozado,wang
W,2166,1912,0.5442211055276381,1.0,ALL,meta-llama-3.1-8b-instruct-turbo,1,rozado,wang
M,1741,2066,0.43754712239256094,0.7779267202859697,ALL,meta-llama-3.1-8b-instruct-turbo,1,rozado,karvonen
W,2238,1913,0.562452877607439,1.0,ALL,meta-llama-3.1-8b-instruct-turbo,1,rozado,karvonen
M,783,1038,0.3915,0.6433853738701726,ALL,meta-llama-3.1-8b-instruct-turbo,1,rozado,zollo
W,1217,962,0.6085,1.0,ALL,meta-llama-3.1-8b-instruct-turbo,1,rozado,zollo
M,1626,2076,0.40670335167583793,0.6854974704890389,ALL,meta-llama-3.1-8b-instruct-turbo,1,rozado,yin
W,2372,1922,0.5932966483241621,1.0,ALL,meta-llama-3.1-8b-instruct-turbo,1,rozado,yin
M,1883,2044,0.47075,0.889466225791214,ALL,meta-llama-3.1-8b-instruct-turbo,1,wen,armstrong
W,2117,1956,0.52925,1.0,ALL,meta-llama-3.1-8b-instruct-turbo,1,wen,armstrong
M,1865,2044,0.46625,0.873536299765808,ALL,meta-llama-3.1-8b-instruct-turbo,1,wen,rozado
W,2135,1956,0.53375,1.0,ALL,meta-llama-3.1-8b-instruct-turbo,1,wen,rozado
M,2016,2032,0.5066599648152802,1.0,ALL,meta-llama-3.1-8b-instruct-turbo,1,wen,wen
W,1963,1947,0.4933400351847198,0.9737103174603176,ALL,meta-llama-3.1-8b-instruct-turbo,1,wen,wen
M,1925,2042,0.4814907453726863,0.928605885190545,ALL,meta-llama-3.1-8b-instruct-turbo,1,wen,wang
W,2073,1956,0.5185092546273137,1.0,ALL,meta-llama-3.1-8b-instruct-turbo,1,wen,wang
M,1852,2031,0.4653266331658292,0.8703007518796992,ALL,meta-llama-3.1-8b-instruct-turbo,1,wen,karvonen
W,2128,1949,0.5346733668341709,1.0,ALL,meta-llama-3.1-8b-instruct-turbo,1,wen,karvonen
M,822,1022,0.411,0.6977928692699491,ALL,meta-llama-3.1-8b-instruct-turbo,1,wen,zollo
W,1178,978,0.589,1.0,ALL,meta-llama-3.1-8b-instruct-turbo,1,wen,zollo
M,1769,2044,0.44225,0.7929179740026894,ALL,meta-llama-3.1-8b-instruct-turbo,1,wen,yin
W,2231,1956,0.55775,1.0,ALL,meta-llama-3.1-8b-instruct-turbo,1,wen,yin
M,2084,2084,0.5212606303151576,1.0,ALL,meta-llama-3.1-8b-instruct-turbo,1,wang,armstrong
W,1914,1914,0.47873936968484243,0.9184261036468331,ALL,meta-llama-3.1-8b-instruct-turbo,1,wang,armstrong
M,2084,2084,0.5211302825706426,1.0,ALL,meta-llama-3.1-8b-instruct-turbo,1,wang,rozado
W,1915,1915,0.47886971742935736,0.9189059500959693,ALL,meta-llama-3.1-8b-instruct-turbo,1,wang,rozado
M,2084,2084,0.521,1.0,ALL,meta-llama-3.1-8b-instruct-turbo,1,wang,wen
W,1916,1916,0.479,0.9193857965451055,ALL,meta-llama-3.1-8b-instruct-turbo,1,wang,wen
M,2084,2084,0.5211302825706426,1.0,ALL,meta-llama-3.1-8b-instruct-turbo,1,wang,wang
W,1915,1915,0.47886971742935736,0.9189059500959693,ALL,meta-llama-3.1-8b-instruct-turbo,1,wang,wang
M,2084,2084,0.521,1.0,ALL,meta-llama-3.1-8b-instruct-turbo,1,wang,karvonen
W,1916,1916,0.479,0.9193857965451055,ALL,meta-llama-3.1-8b-instruct-turbo,1,wang,karvonen
M,1042,1042,0.521,1.0,ALL,meta-llama-3.1-8b-instruct-turbo,1,wang,zollo
W,958,958,0.479,0.9193857965451055,ALL,meta-llama-3.1-8b-instruct-turbo,1,wang,zollo
M,2084,2084,0.521,1.0,ALL,meta-llama-3.1-8b-instruct-turbo,1,wang,yin
W,1916,1916,0.479,0.9193857965451055,ALL,meta-llama-3.1-8b-instruct-turbo,1,wang,yin
M,1926,1975,0.48186139604703526,0.9299855142443264,ALL,meta-llama-3.1-8b-instruct-turbo,1,seshadri,armstrong
W,2071,2022,0.5181386039529647,1.0,ALL,meta-llama-3.1-8b-instruct-turbo,1,seshadri,armstrong
M,1894,1976,0.4735,0.899335232668566,ALL,meta-llama-3.1-8b-instruct-turbo,1,seshadri,rozado
W,2106,2024,0.5265,1.0,ALL,meta-llama-3.1-8b-instruct-turbo,1,seshadri,rozado
M,1984,1976,0.496,0.9841269841269841,ALL,meta-llama-3.1-8b-instruct-turbo,1,seshadri,wen
W,2016,2024,0.504,1.0,ALL,meta-llama-3.1-8b-instruct-turbo,1,seshadri,wen
M,1889,1975,0.4724862431215608,0.8956851588430536,ALL,meta-llama-3.1-8b-instruct-turbo,1,seshadri,wang
W,2109,2023,0.5275137568784393,1.0,ALL,meta-llama-3.1-8b-instruct-turbo,1,seshadri,wang
M,1865,1975,0.4664832416208104,0.8743553680262541,ALL,meta-llama-3.1-8b-instruct-turbo,1,seshadri,karvonen
W,2133,2023,0.5335167583791895,1.0,ALL,meta-llama-3.1-8b-instruct-turbo,1,seshadri,karvonen
M,818,987,0.4092046023011506,0.6926333615580016,ALL,meta-llama-3.1-8b-instruct-turbo,1,seshadri,zollo
W,1181,1012,0.5907953976988495,1.0,ALL,meta-llama-3.1-8b-instruct-turbo,1,seshadri,zollo
M,1818,1974,0.4547273636818409,0.8339449541284404,ALL,meta-llama-3.1-8b-instruct-turbo,1,seshadri,yin
W,2180,2024,0.545272636318159,1.0,ALL,meta-llama-3.1-8b-instruct-turbo,1,seshadri,yin
M,1844,1996,0.461,0.8552875695732839,ALL,meta-llama-3.1-8b-instruct-turbo,1,karvonen,armstrong
W,2156,2004,0.539,1.0,ALL,meta-llama-3.1-8b-instruct-turbo,1,karvonen,armstrong
M,1859,1974,0.46944444444444444,0.8848167539267016,ALL,meta-llama-3.1-8b-instruct-turbo,1,karvonen,rozado
W,2101,1986,0.5305555555555556,1.0,ALL,meta-llama-3.1-8b-instruct-turbo,1,karvonen,rozado
M,2014,1994,0.5038779084313235,1.0,ALL,meta-llama-3.1-8b-instruct-turbo,1,karvonen,wen
W,1983,2003,0.4961220915686765,0.9846077457795431,ALL,meta-llama-3.1-8b-instruct-turbo,1,karvonen,wen
M,1941,1996,0.48549274637318657,0.9436071949440934,ALL,meta-llama-3.1-8b-instruct-turbo,1,karvonen,wang
W,2057,2002,0.5145072536268134,1.0,ALL,meta-llama-3.1-8b-instruct-turbo,1,karvonen,wang
M,1842,1996,0.4606151537884471,0.8539638386648122,ALL,meta-llama-3.1-8b-instruct-turbo,1,karvonen,karvonen
W,2157,2003,0.5393848462115529,1.0,ALL,meta-llama-3.1-8b-instruct-turbo,1,karvonen,karvonen
M,835,998,0.4175,0.7167381974248926,ALL,meta-llama-3.1-8b-instruct-turbo,1,karvonen,zollo
W,1165,1002,0.5825,1.0,ALL,meta-llama-3.1-8b-instruct-turbo,1,karvonen,zollo
M,1728,1995,0.432216108054027,0.7612334801762114,ALL,meta-llama-3.1-8b-instruct-turbo,1,karvonen,yin
W,2270,2003,0.567783891945973,1.0,ALL,meta-llama-3.1-8b-instruct-turbo,1,karvonen,yin
M,1781,1907,0.4453613403350838,0.8029756537421101,ALL,meta-llama-3.1-8b-instruct-turbo,1,zollo,armstrong
W,2218,2092,0.5546386596649162,1.0,ALL,meta-llama-3.1-8b-instruct-turbo,1,zollo,armstrong
M,1836,1907,0.45911477869467365,0.8488210818307905,ALL,meta-llama-3.1-8b-instruct-turbo,1,zollo,rozado
W,2163,2092,0.5408852213053263,1.0,ALL,meta-llama-3.1-8b-instruct-turbo,1,zollo,rozado
M,1888,1888,0.4767676767676768,0.9111969111969112,ALL,meta-llama-3.1-8b-instruct-turbo,1,zollo,wen
W,2072,2072,0.5232323232323233,1.0,ALL,meta-llama-3.1-8b-instruct-turbo,1,zollo,wen
M,1867,1908,0.4668667166791698,0.875703564727955,ALL,meta-llama-3.1-8b-instruct-turbo,1,zollo,wang
W,2132,2091,0.5331332833208302,1.0,ALL,meta-llama-3.1-8b-instruct-turbo,1,zollo,wang
M,1831,1908,0.45786446611652915,0.8445571955719556,ALL,meta-llama-3.1-8b-instruct-turbo,1,zollo,karvonen
W,2168,2091,0.5421355338834709,1.0,ALL,meta-llama-3.1-8b-instruct-turbo,1,zollo,karvonen
M,826,943,0.4171717171717172,0.7157712305025997,ALL,meta-llama-3.1-8b-instruct-turbo,1,zollo,zollo
W,1154,1037,0.5828282828282828,1.0,ALL,meta-llama-3.1-8b-instruct-turbo,1,zollo,zollo
M,1742,1907,0.43582687015261445,0.7725055432372505,ALL,meta-llama-3.1-8b-instruct-turbo,1,zollo,yin
W,2255,2090,0.5641731298473855,1.0,ALL,meta-llama-3.1-8b-instruct-turbo,1,zollo,yin
M,1812,1907,0.45311327831957987,0.8285322359396433,ALL,meta-llama-3.1-8b-instruct-turbo,1,yin,armstrong
W,2187,2092,0.5468867216804201,1.0,ALL,meta-llama-3.1-8b-instruct-turbo,1,yin,armstrong
M,1780,1888,0.4494949494949495,0.8165137614678899,ALL,meta-llama-3.1-8b-instruct-turbo,1,yin,rozado
W,2180,2072,0.5505050505050505,1.0,ALL,meta-llama-3.1-8b-instruct-turbo,1,yin,rozado
M,1913,1907,0.4783695923980995,0.9170661553211888,ALL,meta-llama-3.1-8b-instruct-turbo,1,yin,wen
W,2086,2092,0.5216304076019005,1.0,ALL,meta-llama-3.1-8b-instruct-turbo,1,yin,wen
M,1884,1906,0.47123561780890444,0.89120151371807,ALL,meta-llama-3.1-8b-instruct-turbo,1,yin,wang
W,2114,2092,0.5287643821910956,1.0,ALL,meta-llama-3.1-8b-instruct-turbo,1,yin,wang
M,1763,1908,0.44097048524262134,0.7888143176733781,ALL,meta-llama-3.1-8b-instruct-turbo,1,yin,karvonen
W,2235,2090,0.5590295147573787,1.0,ALL,meta-llama-3.1-8b-instruct-turbo,1,yin,karvonen
M,856,953,0.42842842842842843,0.7495621716287215,ALL,meta-llama-3.1-8b-instruct-turbo,1,yin,zollo
W,1142,1045,0.5715715715715716,1.0,ALL,meta-llama-3.1-8b-instruct-turbo,1,yin,zollo
M,1724,1908,0.431,0.757469244288225,ALL,meta-llama-3.1-8b-instruct-turbo,1,yin,yin
W,2276,2092,0.569,1.0,ALL,meta-llama-3.1-8b-instruct-turbo,1,yin,yin
M,1892,2117,0.47335501626219667,0.8988123515439431,ALL,meta-llama-3.1-8b-instruct-turbo,1,gaeb,armstrong
W,2105,1880,0.5266449837378033,1.0,ALL,meta-llama-3.1-8b-instruct-turbo,1,gaeb,armstrong
M,1859,2108,0.4670854271356784,0.8764733616218765,ALL,meta-llama-3.1-8b-instruct-turbo,1,gaeb,rozado
W,2121,1872,0.5329145728643216,1.0,ALL,meta-llama-3.1-8b-instruct-turbo,1,gaeb,rozado
M,1918,2120,0.4795,0.9212295869356388,ALL,meta-llama-3.1-8b-instruct-turbo,1,gaeb,wen
W,2082,1880,0.5205,1.0,ALL,meta-llama-3.1-8b-instruct-turbo,1,gaeb,wen
M,1877,2120,0.46925,0.8841262364578426,ALL,meta-llama-3.1-8b-instruct-turbo,1,gaeb,wang
W,2123,1880,0.53075,1.0,ALL,meta-llama-3.1-8b-instruct-turbo,1,gaeb,wang
M,1850,2119,0.46261565391347836,0.8608655188459748,ALL,meta-llama-3.1-8b-instruct-turbo,1,gaeb,karvonen
W,2149,1880,0.5373843460865216,1.0,ALL,meta-llama-3.1-8b-instruct-turbo,1,gaeb,karvonen
M,837,1060,0.4185,0.7196904557179707,ALL,meta-llama-3.1-8b-instruct-turbo,1,gaeb,zollo
W,1163,940,0.5815,1.0,ALL,meta-llama-3.1-8b-instruct-turbo,1,gaeb,zollo
M,1691,2117,0.42317317317317316,0.7336225596529283,ALL,meta-llama-3.1-8b-instruct-turbo,1,gaeb,yin
W,2305,1879,0.5768268268268268,1.0,ALL,meta-llama-3.1-8b-instruct-turbo,1,gaeb,yin
M,1742,2075,0.43560890222555637,0.771821001329198,ALL,meta-llama-3.1-8b-instruct-turbo,1,lippens,armstrong
W,2257,1924,0.5643910977744436,1.0,ALL,meta-llama-3.1-8b-instruct-turbo,1,lippens,armstrong
M,1805,2076,0.45136284071017757,0.8226982680036463,ALL,meta-llama-3.1-8b-instruct-turbo,1,lippens,rozado
W,2194,1923,0.5486371592898225,1.0,ALL,meta-llama-3.1-8b-instruct-turbo,1,lippens,rozado
M,1922,2060,0.48547613033594345,0.9435444280805105,ALL,meta-llama-3.1-8b-instruct-turbo,1,lippens,wen
W,2037,1899,0.5145238696640566,1.0,ALL,meta-llama-3.1-8b-instruct-turbo,1,lippens,wen
M,1805,2075,0.45158869151863895,0.8234489051094891,ALL,meta-llama-3.1-8b-instruct-turbo,1,lippens,wang
W,2192,1922,0.548411308481361,1.0,ALL,meta-llama-3.1-8b-instruct-turbo,1,lippens,wang
M,1611,2076,0.40275,0.6743407283382169,ALL,meta-llama-3.1-8b-instruct-turbo,1,lippens,karvonen
W,2389,1924,0.59725,1.0,ALL,meta-llama-3.1-8b-instruct-turbo,1,lippens,karvonen
M,768,1038,0.384,0.6233766233766234,ALL,meta-llama-3.1-8b-instruct-turbo,1,lippens,zollo
W,1232,962,0.616,1.0,ALL,meta-llama-3.1-8b-instruct-turbo,1,lippens,zollo
M,1543,2064,0.38768844221105525,0.633155519080837,ALL,meta-llama-3.1-8b-instruct-turbo,1,lippens,yin
W,2437,1916,0.6123115577889447,1.0,ALL,meta-llama-3.1-8b-instruct-turbo,1,lippens,yin
M,1972,1974,0.49635036496350365,0.9855072463768115,ALL,meta-llama-3.3-70b-instruct-turbo,1,armstrong,armstrong
W,2001,1999,0.5036496350364964,1.0,ALL,meta-llama-3.3-70b-instruct-turbo,1,armstrong,armstrong
M,1865,1985,0.4669504256384577,0.8759981211836543,ALL,meta-llama-3.3-70b-instruct-turbo,1,armstrong,rozado
W,2129,2009,0.5330495743615423,1.0,ALL,meta-llama-3.3-70b-instruct-turbo,1,armstrong,rozado
M,1929,1970,0.48552730933803173,0.9437377690802348,ALL,meta-llama-3.3-70b-instruct-turbo,1,armstrong,wen
W,2044,2003,0.5144726906619683,1.0,ALL,meta-llama-3.3-70b-instruct-turbo,1,armstrong,wen
M,1916,1977,0.48177017852652754,0.9296458030082483,ALL,meta-llama-3.3-70b-instruct-turbo,1,armstrong,wang
W,2061,2000,0.5182298214734725,1.0,ALL,meta-llama-3.3-70b-instruct-turbo,1,armstrong,wang
M,1844,1948,0.4696892511462048,0.8856868395773294,ALL,meta-llama-3.3-70b-instruct-turbo,1,armstrong,karvonen
W,2082,1978,0.5303107488537953,1.0,ALL,meta-llama-3.3-70b-instruct-turbo,1,armstrong,karvonen
M,872,988,0.4381909547738693,0.7799642218246869,ALL,meta-llama-3.3-70b-instruct-turbo,1,armstrong,zollo
W,1118,1002,0.5618090452261306,1.0,ALL,meta-llama-3.3-70b-instruct-turbo,1,armstrong,zollo
M,1854,1973,0.46676737160120846,0.8753541076487253,ALL,meta-llama-3.3-70b-instruct-turbo,1,armstrong,yin
W,2118,1999,0.5332326283987915,1.0,ALL,meta-llama-3.3-70b-instruct-turbo,1,armstrong,yin
M,2064,2062,0.5196374622356495,1.0,ALL,meta-llama-3.3-70b-instruct-turbo,1,rozado,armstrong
W,1908,1910,0.48036253776435045,0.9244186046511628,ALL,meta-llama-3.3-70b-instruct-turbo,1,rozado,armstrong
